test_accuracy,test_uar,test_macro_f1,speech_model_name,text_model_name,fusion_model_name
0.9473684210526315,0.9473684210526316,0.9467248323699017,CNN + BiLSTM + Attention,distilbert-base-uncased,CNN-BiLSTM-Attention + DistilBERT
