epoch,train_loss,val_loss,val_accuracy,val_uar,val_macro_f1,val_weighted_f1
1,0.8076040839459395,0.913302860923173,71.51444638355633,64.16146428499822,35.424188821919714,76.34628261890765
2,0.2871263632271128,0.9074204821478237,72.5615668024045,60.3346787676738,38.74910191637372,76.4465117111665
3,0.2256814319553378,1.0050984798076232,74.51360610173874,58.785413770876126,39.66957679039854,77.95042968353253
4,0.2007885664651736,1.0644245829032966,73.5957598086743,57.670318163571885,39.46905203069996,77.07751355615926
5,0.1828226127153111,1.0024604035218145,76.10367784887855,59.77610945415843,40.412047190692455,79.17898173985147
6,0.16709746586778373,0.9636430002331411,77.6226488268373,55.67345529107352,43.98722409006531,80.07483754362791
7,0.15070343861590504,1.0236289842546848,78.55988623876931,55.65188587080498,42.32238671690291,80.91443590316688
8,0.14224647774347607,1.0133643841673043,78.46293064443152,55.69489106411692,43.92959828553212,80.76628121799261
